cluster	ref	rank	genes	scores	logfoldchanges	pvals	pvals_adj
1	rest	0	ENSG00000153944	12.937317	2.0963326	2.7714113144458e-38	1.81019349021885e-34
1	rest	3	ENSG00000064309	12.369108	2.5781775	3.84063768906041e-35	9.40716193964235e-32
1	rest	5	ENSG00000109046	12.152962	2.123758	5.53243426699061e-34	1.08408049461681e-30
1	rest	7	ENSG00000138061	11.881201	2.9407792	1.48223488235874e-32	2.23418403998611e-29
1	rest	13	ENSG00000173212	11.319017	2.1684523	1.05649128719696e-29	1.03509733863122e-26
1	rest	19	ENSG00000198513	10.924625	2.0875645	8.7901984821421e-28	6.37940515768794e-25
1	rest	20	ENSG00000144649	10.846066	1.9569345	2.0819254244427e-27	1.45697602471267e-24
1	rest	23	ENSG00000140279	10.703615	1.923266	9.78830627030673e-27	5.99380816770813e-24
1	rest	25	ENSG00000175745	10.683141	1.89938	1.22070617142526e-26	6.83421069402229e-24
1	rest	42	ENSG00000244754	9.840847	1.5726584	7.5076239975884e-23	2.39341082450591e-20
1	rest	43	ENSG00000087299	9.839975	1.8241755	7.5729252931547e-23	2.39341082450591e-20
1	rest	46	ENSG00000139219	9.673564	2.0866876	3.90534671922558e-22	1.15947377217008e-19
1	rest	51	ENSG00000196458	9.429683	1.6859444	4.11329787756221e-21	1.10411057412098e-18
1	rest	53	ENSG00000100354	9.392654	1.5731581	5.85068483810203e-21	1.52858892536812e-18
1	rest	54	ENSG00000285437	9.389242	1.7376786	6.04336158598531e-21	1.55815355628134e-18
1	rest	55	ENSG00000182263	9.362233	1.766063	7.80691507472232e-21	1.98670780375563e-18
1	rest	57	ENSG00000168014	9.24011	1.9023687	2.46242290960227e-20	6.10774391312106e-18
1	rest	58	ENSG00000274233	9.196403	1.5457264	3.70134692941432e-20	8.95406087430538e-18
1	rest	59	ENSG00000271503	9.196403	1.5457264	3.70134692941432e-20	8.95406087430538e-18
1	rest	61	ENSG00000142538	9.136576	2.5943537	6.44611669220949e-20	1.50371019742673e-17
1	rest	62	ENSG00000100650	9.105283	1.3476607	8.60420424963368e-20	1.96045793339037e-17
1	rest	63	ENSG00000241549	9.102451	1.7383522	8.83157578706444e-20	1.98913479939687e-17
1	rest	66	ENSG00000115947	8.993689	1.7802539	2.39069570101505e-19	4.98358321929679e-17
1	rest	68	ENSG00000167680	8.912298	1.7660596	4.99856178515305e-19	9.89361799798727e-17
1	rest	69	ENSG00000167625	8.836571	1.6939924	9.8701629383175e-19	1.90725334765871e-16
1	rest	70	ENSG00000180660	8.828802	1.870796	1.05802996174037e-18	2.01282496119442e-16
1	rest	71	ENSG00000164434	8.747557	2.2468872	2.1802218261328e-18	4.06870920791165e-16
1	rest	72	ENSG00000181449	8.61498	2.124333	6.99542462520112e-18	1.25757197734694e-15
1	rest	74	ENSG00000173214	8.602346	1.3630903	7.81029417552068e-18	1.37876319251647e-15
1	rest	76	ENSG00000186329	8.520374	1.5196905	1.59038079229721e-17	2.64097556144609e-15
1	rest	77	ENSG00000141933	8.501061	1.4568679	1.87864645124424e-17	3.09345186656562e-15
1	rest	80	ENSG00000116299	8.435208	1.3946596	3.30612558353232e-17	5.26695372433461e-15
1	rest	82	ENSG00000163864	8.37422	1.7691476	5.55907417367739e-17	8.64524273279432e-15
1	rest	83	ENSG00000033122	8.284988	1.2870028	1.18120707065755e-16	1.78044250381037e-14
1	rest	84	ENSG00000236418	8.237867	1.644318	1.75307225527216e-16	2.58281585278631e-14
1	rest	85	ENSG00000273656	8.206139	1.398299	2.28415042113268e-16	3.29102408103639e-14
1	rest	86	ENSG00000136770	8.1766615	1.2284677	2.91817001920953e-16	4.14358996568193e-14
1	rest	87	ENSG00000132424	8.1755	1.4622817	2.94642584824802e-16	4.15361255369927e-14
1	rest	88	ENSG00000108848	8.154735	1.2371633	3.49948015495158e-16	4.86328465505506e-14
1	rest	92	ENSG00000046647	8.024626	1.4253409	1.01835915142004e-15	1.35746582122964e-13
1	rest	94	ENSG00000173598	7.987379	1.2798381	1.37837550554703e-15	1.77692552836803e-13
1	rest	96	ENSG00000123636	7.959644	1.3043296	1.72534914950983e-15	2.19533873926267e-13
1	rest	97	ENSG00000152518	7.9519477	1.4205072	1.83601502674074e-15	2.32107835154741e-13
1	rest	98	ENSG00000120071	7.925883	1.3840612	2.265315652767e-15	2.82731593732289e-13
2	rest	0	ENSG00000102144	14.426514	2.0854812	3.52449902255887e-47	6.90625583470411e-43
2	rest	1	ENSG00000145423	14.2311125	2.7829373	5.87394690213797e-46	5.75499947736968e-42
2	rest	2	ENSG00000109472	14.062499	3.508284	6.45656886848585e-45	4.21721556593267e-41
2	rest	3	ENSG00000074800	13.960726	1.2288644	2.70664642680999e-44	1.32591841833354e-40
2	rest	4	ENSG00000067225	13.841318	1.2752115	1.43549477201739e-43	5.62570401153613e-40
2	rest	5	ENSG00000170345	13.537426	4.038629	9.40258005399272e-42	3.07072593596646e-38
2	rest	6	ENSG00000136156	13.524411	2.7164237	1.12239297568949e-41	3.14189862266221e-38
2	rest	7	ENSG00000143870	13.067775	2.5090153	5.0315712464912e-39	1.23242048218744e-35
2	rest	8	ENSG00000166794	13.04863	2.4891732	6.47006968606644e-39	1.40867794998302e-35
2	rest	9	ENSG00000105223	12.846427	2.3470562	9.00756258409143e-38	1.76503188835272e-34
2	rest	10	ENSG00000167004	12.820732	2.7867372	1.25510526757725e-37	2.23579888347056e-34
2	rest	11	ENSG00000185885	12.780173	2.3847027	2.11596856405753e-37	3.45520033439228e-34
2	rest	12	ENSG00000049449	12.738272	2.2495003	3.6233177562532e-37	5.46145472567549e-34
2	rest	13	ENSG00000123131	12.439502	2.2167637	1.59494899116224e-35	2.23235896298744e-32
2	rest	14	ENSG00000166598	12.362081	2.608944	4.19164910284757e-35	5.47569094468654e-32
2	rest	15	ENSG00000167815	12.25972	1.1663316	1.49014463110257e-34	1.82496150290343e-31
2	rest	16	ENSG00000068697	12.20539	2.4569838	2.90910221761985e-34	3.35316811495653e-31
2	rest	18	ENSG00000126457	12.053906	2.6712387	1.84971855620139e-33	1.90764395309296e-30
2	rest	19	ENSG00000172270	12.027875	1.7746222	2.53604061039236e-33	2.37359732723705e-30
2	rest	20	ENSG00000117450	12.027623	1.4174592	2.54378891921296e-33	2.37359732723705e-30
2	rest	21	ENSG00000138385	11.945751	2.5133736	6.83302024246155e-33	6.08604689322882e-30
2	rest	22	ENSG00000110955	11.89562	2.2444363	1.24722845155488e-32	1.06258441340077e-29
2	rest	23	ENSG00000080824	11.863711	1.2554296	1.82693970773493e-32	1.49162014887775e-29
2	rest	24	ENSG00000182220	11.738342	3.0831666	8.10598385083041e-32	6.35347014228088e-29
2	rest	26	ENSG00000111716	11.595171	1.0646241	4.35993180459206e-31	3.16418013744376e-28
2	rest	27	ENSG00000139644	11.557048	2.4594026	6.80064672704409e-31	4.75923830772961e-28
2	rest	28	ENSG00000074695	11.349219	2.4408534	7.48277863652187e-30	5.05603611664297e-27
2	rest	29	ENSG00000179218	11.271378	2.149645	1.81703642675962e-29	1.18682762607849e-26
2	rest	30	ENSG00000161960	11.2235985	1.3913614	3.12299107846612e-29	1.97403258653367e-26
2	rest	31	ENSG00000118705	11.173971	2.886773	5.46802193580242e-29	3.34830905725151e-26
2	rest	32	ENSG00000118363	11.1361	2.6306114	8.37048801694097e-29	4.97029432399874e-26
2	rest	33	ENSG00000131238	11.130306	3.0999408	8.93280543789978e-29	5.148185957519e-26
2	rest	34	ENSG00000167552	11.112168	1.4440933	1.09468390222381e-28	6.1286660183073e-26
