cluster	ref	rank	genes	scores	logfoldchanges	pvals	pvals_adj
1	rest	0	ENSG00000153944	12.797505	2.0712337	1.69303842701512e-37	8.44988531642053e-34
1	rest	2	ENSG00000064309	12.455007	2.5801382	1.31340059521533e-35	3.67658352332062e-32
1	rest	4	ENSG00000109046	12.167624	2.161487	4.62343381562721e-34	1.00662428463572e-30
1	rest	6	ENSG00000138061	12.068112	2.9636319	1.55664027684439e-33	2.77294238406962e-30
1	rest	9	ENSG00000173212	11.636387	2.192524	2.69179533383805e-31	3.51638197110377e-28
1	rest	16	ENSG00000198513	10.948494	2.0933776	6.75618059352738e-28	5.51613994709038e-25
1	rest	17	ENSG00000140279	10.911412	1.9431716	1.0166481796946e-27	7.96848843244624e-25
1	rest	18	ENSG00000144649	10.876938	1.9640889	1.48467167681658e-27	1.1189285195085e-24
1	rest	23	ENSG00000175745	10.661691	1.8864479	1.53776573665677e-26	9.13106654842101e-24
1	rest	35	ENSG00000087299	9.991107	1.84899	1.66709452311653e-23	6.28206099624393e-21
1	rest	39	ENSG00000244754	9.877617	1.558843	5.20561042601293e-23	1.70006560496206e-20
1	rest	41	ENSG00000196458	9.793821	1.7413049	1.19685285614343e-22	3.78263414776298e-20
1	rest	48	ENSG00000139219	9.503687	2.044811	2.02588523769037e-21	5.59115792007645e-19
1	rest	50	ENSG00000271503	9.4548	1.5939186	3.23641419888937e-21	8.56993732800504e-19
1	rest	51	ENSG00000274233	9.4548	1.5939186	3.23641419888937e-21	8.56993732800504e-19
1	rest	54	ENSG00000168014	9.416632	1.9176667	4.65791194583727e-21	1.15533904529976e-18
1	rest	55	ENSG00000285437	9.322189	1.7239335	1.13964041589118e-20	2.75694493202317e-18
1	rest	56	ENSG00000182263	9.315236	1.7446903	1.21681138008754e-20	2.90773402351408e-18
1	rest	58	ENSG00000100354	9.222315	1.5288081	2.90753371046562e-20	6.63373920552206e-18
1	rest	59	ENSG00000241549	9.22217	1.7665439	2.91146502513344e-20	6.63373920552206e-18
1	rest	60	ENSG00000173214	9.1096945	1.4570878	8.26144700531147e-20	1.86057353211874e-17
1	rest	61	ENSG00000100650	9.108463	1.3362093	8.35572701334265e-20	1.86057353211874e-17
1	rest	63	ENSG00000167625	8.939061	1.715101	3.92491722240534e-19	8.09565820768764e-17
1	rest	64	ENSG00000167680	8.935657	1.7502244	4.047663117402e-19	8.2618707068221e-17
1	rest	65	ENSG00000142538	8.8898115	2.5034502	6.12124935657178e-19	1.21157455699014e-16
1	rest	67	ENSG00000115947	8.838535	1.7476681	9.69819615258183e-19	1.88154607534496e-16
1	rest	69	ENSG00000108848	8.808986	1.3512735	1.26283559344634e-18	2.4024527624836e-16
1	rest	71	ENSG00000181449	8.655807	2.1316934	4.89438371562036e-18	8.71867717341645e-16
1	rest	73	ENSG00000116299	8.630458	1.4073633	6.11069300102211e-18	1.0596374279206e-15
1	rest	74	ENSG00000180660	8.626112	1.8022273	6.34727352679637e-18	1.09100723471557e-15
1	rest	75	ENSG00000132424	8.559264	1.5174576	1.13590415682478e-17	1.90239674811809e-15
1	rest	76	ENSG00000186329	8.557018	1.5175396	1.15823710175136e-17	1.92336067871339e-15
1	rest	77	ENSG00000164434	8.544634	2.1896553	1.28944202530119e-17	2.12324508283839e-15
1	rest	79	ENSG00000141933	8.49763	1.4267429	1.93500394371496e-17	3.10790182599137e-15
1	rest	80	ENSG00000033122	8.434765	1.3198946	3.31868202236167e-17	5.16107731969658e-15
1	rest	82	ENSG00000163864	8.385154	1.7362255	5.0659340233137e-17	7.635921322064e-15
1	rest	85	ENSG00000236418	8.3102665	1.6508781	9.54872823619483e-17	1.40682202848299e-14
1	rest	86	ENSG00000152518	8.299692	1.4840862	1.0438115099959e-16	1.52637959241565e-14
1	rest	87	ENSG00000273656	8.284266	1.402032	1.18839694162837e-16	1.72493615342281e-14
1	rest	88	ENSG00000173598	8.203657	1.3262174	2.33182866561778e-16	3.33519581772119e-14
1	rest	90	ENSG00000136770	8.107839	1.2178781	5.1528106499493e-16	6.91570717025729e-14
1	rest	91	ENSG00000123636	8.104435	1.3232179	5.29913419033116e-16	7.06370982717953e-14
1	rest	93	ENSG00000175387	8.027447	1.2554648	9.9522075673515e-16	1.30009004854835e-13
1	rest	95	ENSG00000135245	8.000577	1.4673066	1.23837379651387e-15	1.59644306201903e-13
1	rest	96	ENSG00000225890	7.9666824	1.5853307	1.62991079009339e-15	2.04731422640257e-13
1	rest	99	ENSG00000168209	7.8597827	1.42309	3.84799929296834e-15	4.62586172673096e-13
2	rest	0	ENSG00000102144	14.329778	2.0810013	1.42576368217552e-46	2.79378393522293e-42
2	rest	1	ENSG00000145423	14.268276	2.7975764	3.45000193538687e-46	3.38013939619528e-42
2	rest	2	ENSG00000109472	14.027671	3.502892	1.05561717232281e-44	6.89493949722184e-41
2	rest	3	ENSG00000074800	13.929977	1.231333	4.1648543615885e-44	2.04025803038317e-40
2	rest	4	ENSG00000067225	13.764118	1.2736617	4.18963052309701e-43	1.64191620200172e-39
2	rest	5	ENSG00000170345	13.636982	4.0895247	2.41342488402212e-42	7.88184343373556e-39
2	rest	6	ENSG00000136156	13.471208	2.71229	2.31056122269419e-41	6.46792102267039e-38
2	rest	7	ENSG00000185885	12.913816	2.433749	3.7618576260919e-38	9.20903564549027e-35
2	rest	8	ENSG00000143870	12.904789	2.4935327	4.22971782645637e-38	9.20903564549027e-35
2	rest	9	ENSG00000166794	12.892303	2.4763067	4.97358621122033e-38	9.74574218088623e-35
2	rest	10	ENSG00000105223	12.706534	2.335579	5.43920971724852e-37	9.68921040086224e-34
2	rest	11	ENSG00000167004	12.67802	2.7736368	7.82851677682474e-37	1.27833155201567e-33
2	rest	12	ENSG00000049449	12.5659	2.2333436	3.25154409527518e-36	4.90107742668594e-33
2	rest	13	ENSG00000068697	12.404512	2.5238214	2.47013250314243e-35	3.45730331421971e-32
2	rest	14	ENSG00000123131	12.380216	2.2121747	3.34444931008896e-35	4.36896561541288e-32
2	rest	15	ENSG00000166598	12.225829	2.5969589	2.26260302272384e-34	2.7709816393921e-31
2	rest	16	ENSG00000167815	12.156229	1.1624609	5.31560982594799e-34	6.1270220317324e-31
2	rest	18	ENSG00000126457	12.1283045	2.6986947	7.47813149919572e-34	7.71231509088106e-31
2	rest	19	ENSG00000172270	12.010702	1.7732066	3.12184256200724e-33	3.0586252501266e-30
2	rest	20	ENSG00000117450	11.997288	1.4158567	3.67129885822989e-33	3.27329315918336e-30
2	rest	21	ENSG00000138385	11.997204	2.539782	3.67504207716428e-33	3.27329315918336e-30
2	rest	22	ENSG00000110955	11.81405	2.238739	3.30261316761056e-32	2.81368282692735e-29
2	rest	23	ENSG00000182220	11.734833	3.0945144	8.44936272608552e-32	6.66899408614598e-29
2	rest	24	ENSG00000080824	11.7342415	1.2497839	8.50854055389893e-32	6.66899408614598e-29
2	rest	25	ENSG00000139644	11.59791	2.4619215	4.22265343146944e-31	3.18241899960168e-28
2	rest	27	ENSG00000111716	11.4388	1.0583686	2.67561156212912e-30	1.87245030571143e-27
2	rest	28	ENSG00000074695	11.29167	2.4580667	1.44270146682049e-29	9.74818456632674e-27
2	rest	29	ENSG00000118363	11.205787	2.6543841	3.81943686025259e-29	2.49472884255499e-26
2	rest	30	ENSG00000179218	11.202244	2.1382308	3.97535217668486e-29	2.5128072871658e-26
2	rest	31	ENSG00000161960	11.152047	1.3882692	6.9977463186188e-29	4.28502622229173e-26
2	rest	32	ENSG00000118705	11.072661	2.866261	1.70268186977595e-28	1.01103185570484e-25
2	rest	33	ENSG00000144746	11.016222	2.7823832	3.19176962843596e-28	1.83949193732949e-25
2	rest	34	ENSG00000167552	11.01175	1.4368815	3.35422804285502e-28	1.87788852856412e-25
2	rest	35	ENSG00000131238	10.911527	3.0625525	1.01537155756249e-27	5.52672379734362e-25
2	rest	36	ENSG00000095713	10.890688	3.2868986	1.27671569321424e-27	6.7614172996035e-25
2	rest	37	ENSG00000113558	10.882083	1.3199501	1.40318835842121e-27	7.23565154822726e-25
2	rest	38	ENSG00000077942	10.822101	2.970212	2.70505270794849e-27	1.3591155849295e-24
2	rest	39	ENSG00000127884	10.810965	2.7997494	3.05441213682611e-27	1.49628014552769e-24
2	rest	40	ENSG00000135624	10.731915	2.5416129	7.20859871681362e-27	3.44518272819422e-24
2	rest	41	ENSG00000255302	10.704329	1.6678661	9.71320028461965e-27	4.53167046612195e-24
2	rest	42	ENSG00000041357	10.692012	2.24717	1.10938222765171e-26	5.05542901182215e-24
2	rest	43	ENSG00000102265	10.6613035	1.9289612	1.54418206765825e-26	6.87687445812806e-24
2	rest	44	ENSG00000227715	10.580061	2.6580238	3.68718266132176e-26	1.57065965757826e-23
2	rest	45	ENSG00000235657	10.580061	2.6580238	3.68718266132176e-26	1.57065965757826e-23
2	rest	46	ENSG00000069849	10.569178	2.6988137	4.14108152807158e-26	1.72647856473537e-23
2	rest	47	ENSG00000099797	10.485911	2.4702709	1.00274598317808e-25	4.09350157091136e-23
2	rest	48	ENSG00000050165	10.438246	2.2789276	1.65847599098811e-25	6.63221164151266e-23
2	rest	49	ENSG00000102316	10.337346	2.6201935	4.77578892535403e-25	1.87163167984625e-22
