cluster	ref	rank	genes	scores	logfoldchanges	pvals	pvals_adj
2	rest	28	ENSG00000172020	8.664685	3.8757658	4.52761250369e-18	3.0592609313726e-15
2	rest	29	ENSG00000139644	8.645163	2.5784004	5.37289281690626e-18	3.50939449157594e-15
2	rest	30	ENSG00000142227	8.630695	2.9517803	6.09801379782782e-18	3.85453485059472e-15
2	rest	31	ENSG00000167552	8.618476	1.7536331	6.78512856143597e-18	4.15483106754181e-15
2	rest	32	ENSG00000046653	8.586311	3.5148556	8.98060268539321e-18	5.33257301879636e-15
2	rest	33	ENSG00000126457	8.571844	2.9144692	1.01840513707354e-17	5.86930842969294e-15
2	rest	34	ENSG00000165119	8.555692	1.6124388	1.17163561002022e-17	6.55948565095607e-15
2	rest	35	ENSG00000161960	8.547827	1.5418667	1.25427876094002e-17	6.82710897794993e-15
2	rest	36	ENSG00000118705	8.53027	3.3359196	1.46006827735678e-17	7.7324426742719e-15
2	rest	37	ENSG00000164434	8.497543	4.1109657	1.93644614642863e-17	9.9854374313866e-15
2	rest	38	ENSG00000166165	8.442204	3.0991614	3.11408392559357e-17	1.56462755184631e-14
2	rest	39	ENSG00000100979	8.420012	3.8426113	3.76444496972255e-17	1.84410747954283e-14
2	rest	40	ENSG00000164111	8.361864	2.8590026	6.17350351245404e-17	2.95048295918383e-14
2	rest	41	ENSG00000135624	8.334896	2.795203	7.75660160248754e-17	3.61882400954151e-14
2	rest	42	ENSG00000161203	8.32352	1.7721169	8.53891345041118e-17	3.89116300141412e-14
2	rest	43	ENSG00000068697	8.278012	2.6462877	1.25248489660759e-16	5.57782762477855e-14
2	rest	44	ENSG00000115310	8.213824	1.9775168	2.14253450131705e-16	9.32954745629057e-14
2	rest	45	ENSG00000131981	8.188401	3.8221061	2.64718116083422e-16	1.12764162709884e-13
2	rest	46	ENSG00000167004	8.185733	2.7702	2.70651185447893e-16	1.12838510188329e-13
2	rest	47	ENSG00000122566	8.173654	1.221692	2.99187414854231e-16	1.22137029043097e-13
2	rest	48	ENSG00000166598	8.167895	2.6405373	3.13816382542335e-16	1.25494530937083e-13
2	rest	49	ENSG00000074696	8.145282	3.0472043	3.78399350780298e-16	1.48294705570799e-13
2	rest	50	ENSG00000196776	8.044154	3.2333727	8.68431904299099e-16	3.33665160092958e-13
2	rest	51	ENSG00000077942	8.015923	3.202991	1.09313345068051e-15	4.09262494133819e-13
2	rest	52	ENSG00000141349	8.014378	3.2262287	1.10696158147958e-15	4.09262494133819e-13
2	rest	53	ENSG00000135404	8.005108	1.8167675	1.19362326213868e-15	4.33130515214954e-13
2	rest	54	ENSG00000113558	7.996961	1.3763049	1.27527482300979e-15	4.54345639215941e-13
2	rest	55	ENSG00000136156	7.9935904	2.5503452	1.31064913853099e-15	4.58610176241336e-13
2	rest	56	ENSG00000133169	7.976595	3.1448324	1.50425263282787e-15	5.11102361642737e-13
2	rest	57	ENSG00000182718	7.975893	1.7153357	1.51283169049649e-15	5.11102361642737e-13
2	rest	58	ENSG00000114115	7.9662013	1.0597337	1.63626165542722e-15	5.43433002340616e-13
2	rest	59	ENSG00000148180	7.9338965	3.5872002	2.12374750420792e-15	6.93580539082569e-13
2	rest	60	ENSG00000084623	7.9242053	2.3110652	2.29610013400656e-15	7.37575116817354e-13
2	rest	61	ENSG00000008018	7.9088955	2.013334	2.59682119989475e-15	8.20721151805445e-13
2	rest	62	ENSG00000109472	7.9003277	3.142729	2.78170675249545e-15	8.65199108176957e-13
2	rest	63	ENSG00000136750	7.8767314	3.9890702	3.36056219812339e-15	1.02890962925356e-12
2	rest	64	ENSG00000172270	7.845269	1.6797407	4.32024911565281e-15	1.3023889449418e-12
2	rest	65	ENSG00000227715	7.8331904	3.1103773	4.75643619496076e-15	1.39108010806352e-12
2	rest	66	ENSG00000235657	7.8331904	3.1103773	4.75643619496076e-15	1.39108010806352e-12
2	rest	67	ENSG00000110955	7.775323	2.1642008	7.52553081858744e-15	2.16857024103266e-12
2	rest	68	ENSG00000100442	7.7668953	2.8220053	8.04332155084547e-15	2.28418675056257e-12
2	rest	69	ENSG00000118363	7.755659	2.9056	8.78859060881513e-15	2.46017761399618e-12
2	rest	70	ENSG00000132341	7.726304	1.2936912	1.10714207077787e-14	3.05555617984398e-12
2	rest	71	ENSG00000106853	7.6848693	3.0743213	1.53153006422768e-14	4.16810161229741e-12
2	rest	72	ENSG00000138061	7.6666102	3.180379	1.76601254846014e-14	4.74041313521596e-12
2	rest	73	ENSG00000089220	7.655795	1.2745713	1.92119570819818e-14	5.08727431110045e-12
2	rest	74	ENSG00000148834	7.644278	2.7794864	2.10121082069397e-14	5.48976347086645e-12
2	rest	75	ENSG00000142168	7.6271424	1.1487708	2.40014422334751e-14	6.18826658638085e-12
2	rest	76	ENSG00000255302	7.616187	1.6960092	2.61279303663511e-14	6.64904929257988e-12
2	rest	77	ENSG00000182220	7.6071978	3.0814624	2.80102564771158e-14	7.03667917524468e-12
2	rest	79	ENSG00000181449	7.4942718	3.5971296	6.66674872994119e-14	1.63293676703997e-11
2	rest	80	ENSG00000102316	7.482754	2.8335435	7.27808275406717e-14	1.76066705636971e-11
2	rest	81	ENSG00000111716	7.4734845	1.0586245	7.80987372708545e-14	1.86627409368585e-11
2	rest	82	ENSG00000288299	7.467304	1.1108308	8.18543247013438e-14	1.93245240062992e-11
2	rest	83	ENSG00000187957	7.4497476	4.128078	9.35191140843796e-14	2.1815560005755e-11
2	rest	84	ENSG00000239672	7.447781	1.8238027	9.49231985990332e-14	2.18825891358595e-11
2	rest	85	ENSG00000179218	7.4265723	2.1549425	1.11448006755172e-13	2.53932987484605e-11
2	rest	86	ENSG00000010256	7.41351	2.9339085	1.22999818330108e-13	2.770323494458e-11
2	rest	87	ENSG00000095713	7.4011497	3.5359426	1.35010243519856e-13	3.00627922928589e-11
2	rest	88	ENSG00000170345	7.35494	3.6602733	1.91012762273614e-13	4.2055000862376e-11
2	rest	89	ENSG00000185825	7.332327	2.8396592	2.26190705673362e-13	4.9246743085217e-11
2	rest	90	ENSG00000284889	7.3069043	2.8857353	2.73366916045648e-13	5.88640079111481e-11
2	rest	91	ENSG00000108561	7.269824	2.4922621	3.59955633168392e-13	7.66666373036375e-11
2	rest	92	ENSG00000047457	7.266875	3.6532993	3.67899920617198e-13	7.75161176827311e-11
2	rest	93	ENSG00000196419	7.2630825	2.6732008	3.78367420088469e-13	7.88735063471655e-11
2	rest	94	ENSG00000166426	7.200299	2.0364008	6.00807323642381e-13	1.23924415860763e-10
2	rest	95	ENSG00000122545	7.1869555	1.7850153	6.62519458732575e-13	1.35229883269425e-10
2	rest	96	ENSG00000125870	7.1792307	2.5799356	7.01048392210987e-13	1.41619002529632e-10
2	rest	97	ENSG00000051523	7.1026826	2.8776965	1.22358348987353e-12	2.44654270245631e-10
2	rest	98	ENSG00000069849	7.0778217	2.6979725	1.46437803000953e-12	2.89843308060977e-10
2	rest	99	ENSG00000149313	7.0693946	2.9996154	1.55611145084355e-12	3.04920038792793e-10
3	rest	0	ENSG00000080166	14.71304	11.362184	5.31639334516027e-49	1.04174727598415e-44
3	rest	1	ENSG00000185664	14.445135	7.1538157	2.69029228219185e-47	1.83077390733493e-43
3	rest	2	ENSG00000006042	14.442309	5.1407304	2.80291999081643e-47	1.83077390733493e-43
3	rest	3	ENSG00000049540	14.405289	9.072821	4.79312829306112e-47	2.34803372256332e-43
3	rest	4	ENSG00000143882	14.349616	9.189941	1.07128643683452e-46	3.61456086685314e-43
3	rest	5	ENSG00000132386	14.347355	6.767476	1.10678056652814e-46	3.61456086685314e-43
3	rest	6	ENSG00000115461	13.766046	5.953385	4.07939054359563e-43	1.14193796716795e-39
3	rest	7	ENSG00000134160	13.49164	9.092094	1.75159637308024e-41	4.29031636631341e-38
3	rest	8	ENSG00000107317	13.376339	8.207849	8.31425474933863e-41	1.81019802014767e-37
3	rest	9	ENSG00000130203	13.062087	4.3611226	5.42205076960362e-39	1.03644436839013e-35
3	rest	10	ENSG00000072041	13.056718	6.3430185	5.81826386950316e-39	1.03644436839013e-35
3	rest	11	ENSG00000107165	12.898461	9.085957	4.59173256841557e-38	7.49791663984192e-35
3	rest	12	ENSG00000163453	12.718727	7.0289903	4.65377775193986e-37	7.01467500378934e-34
3	rest	13	ENSG00000135916	12.4307575	4.269075	1.77940651188076e-35	2.49053361430739e-32
3	rest	14	ENSG00000167996	12.279142	1.3827859	1.17234959513906e-34	1.53147935444999e-31
3	rest	15	ENSG00000002933	12.246643	5.4732437	1.75095042978299e-34	2.14436710447485e-31
3	rest	16	ENSG00000160213	12.150417	2.6629176	5.70734876234756e-34	6.57855876460003e-31
3	rest	17	ENSG00000106565	12.062387	5.343528	1.66874685123735e-33	1.81661636388866e-30
3	rest	18	ENSG00000119655	11.868947	2.2706525	1.71613898252811e-32	1.76988122961254e-29
3	rest	19	ENSG00000165588	11.839132	6.4963756	2.4497312201131e-32	2.40012416290581e-29
3	rest	20	ENSG00000143153	11.735701	4.5829077	8.36306986171457e-32	7.80354066382367e-29
3	rest	21	ENSG00000147872	11.73019	4.6735625	8.92579645791287e-32	7.95004461785467e-29
3	rest	22	ENSG00000092068	11.318865	5.8182025	1.05833489187151e-29	9.0165531331401e-27
3	rest	23	ENSG00000130208	11.273366	5.500459	1.77645991569772e-29	1.45040550200403e-26
3	rest	24	ENSG00000117394	11.259236	3.1376948	2.08558828141707e-29	1.6346840949747e-26
3	rest	25	ENSG00000253117	11.238748	9.602728	2.63088466811044e-29	1.98277634890862e-26
3	rest	26	ENSG00000166710	11.199749	2.768065	4.08892208064308e-29	2.96749733963708e-26
3	rest	27	ENSG00000136235	11.180249	6.8985806	5.09467558081423e-29	3.56536314307339e-26
3	rest	28	ENSG00000103811	11.131641	5.264805	8.79995266596484e-29	5.94603698239935e-26
3	rest	29	ENSG00000080644	11.12161	6.577732	9.84791648235285e-29	6.43233078239014e-26
3	rest	30	ENSG00000196683	10.911213	1.6005428	1.01887345601151e-27	6.4402662485631e-25
3	rest	31	ENSG00000103355	10.817248	7.5361624	2.85211402291973e-27	1.74647419622225e-24
3	rest	32	ENSG00000274488	10.784608	5.149566	4.06974028751232e-27	2.41656245253951e-24
3	rest	33	ENSG00000135406	10.773304	7.260326	4.60183990278194e-27	2.65214861455918e-24
3	rest	34	ENSG00000086696	10.56743	5.169906	4.21900126353264e-26	2.36203799311206e-23
3	rest	35	ENSG00000182612	10.557821	3.6791716	4.67384772861763e-26	2.54400128450729e-23
3	rest	36	ENSG00000140522	10.536767	7.1276674	5.84744337906401e-26	3.09677440575025e-23
3	rest	37	ENSG00000144810	10.527018	6.527993	6.48568430259074e-26	3.34439431340173e-23
3	rest	38	ENSG00000120885	10.482649	3.1319554	1.03794653693307e-25	5.21501599774447e-23
3	rest	39	ENSG00000152661	10.240743	4.84621	1.30232224444467e-24	6.0759534237841e-22
3	rest	40	ENSG00000145335	10.158365	3.2431502	3.04133734787797e-24	1.38593035655044e-21
3	rest	41	ENSG00000213578	10.147061	7.8303194	3.41492887584193e-24	1.52080753004824e-21
3	rest	42	ENSG00000084207	10.136322	1.2446538	3.81181616622231e-24	1.65983417282503e-21
3	rest	43	ENSG00000153250	10.049281	3.942	9.25400133432161e-24	3.94200339447896e-21
3	rest	44	ENSG00000196141	10.042781	4.862932	9.88470058006002e-24	4.12107889077183e-21
3	rest	45	ENSG00000124171	10.006891	4.850033	1.42149558364355e-23	5.80295957531152e-21
3	rest	46	ENSG00000083067	9.944013	3.3602686	2.67817382843067e-23	1.07099624832855e-20
3	rest	47	ENSG00000111664	9.906285	6.396635	3.90911427620115e-23	1.53198188484323e-20
3	rest	48	ENSG00000162998	9.793386	5.8459086	1.20201501192896e-22	4.61833022720547e-20
3	rest	49	ENSG00000145824	9.771484	5.568623	1.49248753903859e-22	5.62409487066561e-20
3	rest	50	ENSG00000232112	9.737573	1.1545161	2.08474732715958e-22	7.70766488220602e-20
3	rest	51	ENSG00000176101	9.718356	2.9118514	2.51814921667565e-22	9.13761738902952e-20
3	rest	52	ENSG00000021300	9.61888	4.3849387	6.65516790215577e-22	2.37105481895895e-19
3	rest	53	ENSG00000243449	9.5081005	1.8921721	1.9417512824605e-21	6.79439578210957e-19
3	rest	54	ENSG00000176956	9.505275	4.5478187	1.99520595246015e-21	6.85895800674679e-19
3	rest	55	ENSG00000104763	9.49058	3.3094788	2.29753366934604e-21	7.76209866393719e-19
3	rest	56	ENSG00000105290	9.480265	3.8877707	2.53639092636909e-21	8.42382715291564e-19
3	rest	57	ENSG00000135535	9.305335	3.1267262	1.33570897794698e-20	4.36220290381184e-18
3	rest	58	ENSG00000176058	9.301378	5.8622017	1.38636619579562e-20	4.45341731255988e-18
3	rest	59	ENSG00000127920	9.278205	4.613161	1.72357493455708e-20	5.44733078107193e-18
3	rest	60	ENSG00000133639	9.254325	1.9864573	2.15587577472843e-20	6.70545806441327e-18
3	rest	61	ENSG00000168952	9.223804	4.8422856	2.86741701837033e-20	8.77922444921352e-18
3	rest	62	ENSG00000113140	9.206989	2.3853643	3.35398822238129e-20	1.01109844950094e-17
3	rest	63	ENSG00000124920	9.14835	5.558276	5.78096979335728e-20	1.69071795672889e-17
3	rest	64	ENSG00000269028	9.01355	1.6109874	1.99492783546365e-19	5.74861925528092e-17
3	rest	65	ENSG00000101439	8.986137	2.045644	2.56072114689026e-19	7.27207693816153e-17
3	rest	66	ENSG00000214140	8.933715	5.161704	4.11938290868761e-19	1.15313297279619e-16
3	rest	68	ENSG00000187098	8.864619	4.7269526	7.67661490259213e-19	2.06059272625059e-16
3	rest	69	ENSG00000256618	8.826185	1.6385947	1.08306563310467e-18	2.79245672114291e-16
3	rest	70	ENSG00000197746	8.689548	2.705002	3.63884898482805e-18	9.19846233352374e-16
3	rest	71	ENSG00000174938	8.682342	4.5858674	3.87703268021553e-18	9.61651333782574e-16
3	rest	72	ENSG00000144339	8.60943	4.7541814	7.34244088886476e-18	1.79843911521631e-15
3	rest	73	ENSG00000236782	8.607452	3.7399895	7.47022091667715e-18	1.80714788718875e-15
3	rest	74	ENSG00000092758	8.604343	4.403846	7.67546592010854e-18	1.83415554517716e-15
3	rest	75	ENSG00000282017	8.596431	1.8474939	8.22336112296139e-18	1.9182947762432e-15
3	rest	76	ENSG00000270672	8.596431	1.8474939	8.22336112296139e-18	1.9182947762432e-15
3	rest	77	ENSG00000184163	8.592051	4.207834	8.54307657763117e-18	1.96943041810215e-15
3	rest	78	ENSG00000185883	8.511227	2.2109451	1.72102663094571e-17	3.92133916667222e-15
3	rest	79	ENSG00000125378	8.460217	4.876088	2.66879648285849e-17	6.01092725076002e-15
3	rest	80	ENSG00000100234	8.435772	4.5727353	3.29022573858639e-17	7.32636060768185e-15
3	rest	81	ENSG00000168077	8.418958	4.9245696	3.79848690099868e-17	8.36307312641226e-15
3	rest	82	ENSG00000135404	8.344634	1.9914627	7.14349737939206e-17	1.55529812387986e-14
3	rest	83	ENSG00000188505	8.343221	6.2195773	7.22940893437102e-17	1.55670624251648e-14
3	rest	84	ENSG00000260272	8.333471	2.159036	7.85061345082169e-17	1.67209533227012e-14
3	rest	85	ENSG00000122644	8.308178	3.2472394	9.71825381710155e-17	2.04762562952801e-14
3	rest	86	ENSG00000141447	8.275396	3.1003163	1.28028880065636e-16	2.66885734562355e-14
3	rest	87	ENSG00000225691	8.212518	3.8596053	2.16597885333758e-16	4.37550058053091e-14
3	rest	88	ENSG00000123892	8.18341	4.238427	2.75922471141905e-16	5.51704165512819e-14
3	rest	89	ENSG00000166922	8.177758	3.1002102	2.89173933022049e-16	5.72359920966369e-14
3	rest	90	ENSG00000281931	8.125052	3.0783756	4.4716730462481e-16	8.76224333412315e-14
3	rest	91	ENSG00000035862	8.084924	3.5863903	6.2203173298393e-16	1.19497174586472e-13
3	rest	92	ENSG00000183762	8.070087	3.2636623	7.02480520987323e-16	1.33641803968413e-13
3	rest	93	ENSG00000116209	8.025153	2.7906425	1.01399022324905e-15	1.89229889757763e-13
3	rest	94	ENSG00000275575	7.927656	3.4324799	2.23320324490557e-15	4.05181644295599e-13
3	rest	95	ENSG00000184489	7.927656	3.4324799	2.23320324490557e-15	4.05181644295599e-13
3	rest	96	ENSG00000112715	7.8787665	3.658113	3.30628967745525e-15	5.83664380448068e-13
3	rest	97	ENSG00000171812	7.87156	6.595588	3.50245881203635e-15	6.12773932337967e-13
3	rest	98	ENSG00000168003	7.862517	3.32369	3.76490892097951e-15	6.52861861120297e-13
3	rest	99	ENSG00000164889	7.855593	4.0816727	3.97884697585379e-15	6.8390795168294e-13
4	rest	0	ENSG00000198959	12.9711685	7.6654253	1.78290491906397e-38	3.49360218890585e-34
4	rest	1	ENSG00000140416	12.602613	3.7535772	2.04262289488119e-36	2.00125978125985e-32
4	rest	2	ENSG00000150093	12.230559	4.1182184	2.13464348719646e-34	1.39427797105382e-30
4	rest	3	ENSG00000282844	12.147313	4.576048	5.92817829449594e-34	2.9040663420162e-30
4	rest	4	ENSG00000138448	11.855005	5.2085724	2.02710335780608e-32	7.94421805924201e-29
4	rest	5	ENSG00000100345	11.831533	4.762567	2.68196211759236e-32	8.75884128237037e-29
4	rest	6	ENSG00000134871	11.785318	4.8565645	4.64660663543191e-32	1.30071795744697e-28
4	rest	7	ENSG00000187498	11.6995945	5.833475	1.28064275958422e-31	3.1367743592566e-28
4	rest	8	ENSG00000130402	11.650171	4.378155	2.28996905226135e-31	4.345769603666e-28
4	rest	9	ENSG00000196154	11.644777	5.231168	2.43957466906487e-31	4.345769603666e-28
4	rest	10	ENSG00000126458	11.631948	5.651894	2.83551697074879e-31	4.63016292015187e-28
4	rest	11	ENSG00000006327	11.588795	6.4013414	4.69697044971573e-31	7.07977968939844e-28
4	rest	12	ENSG00000163453	11.557595	6.579143	6.75745163297201e-31	9.45801891057761e-28
4	rest	13	ENSG00000116729	11.55016	6.202372	7.36829336036215e-31	9.62544722641976e-28
4	rest	14	ENSG00000178776	11.540392	7.798105	8.2547835696845e-31	1.0109530252998e-27
4	rest	15	ENSG00000096696	11.49272	5.8042455	1.43521860786554e-30	1.65430050712502e-27
4	rest	16	ENSG00000109846	11.451169	6.9949985	2.3199481466367e-30	2.52552132963034e-27
4	rest	17	ENSG00000124942	11.3024645	5.917155	1.27586854047484e-29	1.31582337108444e-26
4	rest	18	ENSG00000150938	11.297361	5.7665467	1.35219763339214e-29	1.32481563131595e-26
4	rest	19	ENSG00000072110	11.284969	4.2753158	1.55695696207759e-29	1.45278912723382e-26
4	rest	20	ENSG00000101384	11.271265	6.5845213	1.81936496288458e-29	1.62047529307834e-26
4	rest	21	ENSG00000108821	11.231319	5.6554494	2.86174375607592e-29	2.43808125653511e-26
4	rest	22	ENSG00000118523	11.203327	7.535447	3.9270112920811e-29	3.20624109451372e-26
4	rest	23	ENSG00000111057	11.144574	4.385282	7.61073651776907e-29	5.96529528262739e-26
4	rest	24	ENSG00000008517	11.045584	6.8668003	2.30267174604461e-28	1.73541741783631e-25
4	rest	25	ENSG00000196924	10.957526	3.9949188	6.11477711094043e-28	4.43774286995844e-25
4	rest	26	ENSG00000197747	10.94149	5.0593133	7.29905459927713e-28	5.10803481688698e-25
4	rest	27	ENSG00000131016	10.930409	4.118058	8.2475149627287e-28	5.57276054119548e-25
4	rest	28	ENSG00000005884	10.890901	5.210039	1.2737402523853e-27	8.31964674849663e-25
4	rest	29	ENSG00000130635	10.8537245	5.6425285	1.91460936199578e-27	1.2102184015583e-24
4	rest	30	ENSG00000115363	10.810279	5.726475	3.07731526832553e-27	1.88437477133871e-24
4	rest	31	ENSG00000183876	10.773103	5.6317053	4.61190326523354e-27	2.73849225703792e-24
4	rest	32	ENSG00000173156	10.723098	5.7680755	7.93023459605509e-27	4.43979848313427e-24
4	rest	33	ENSG00000140545	10.716682	4.4194765	8.49974560445845e-27	4.62645875331565e-24
4	rest	34	ENSG00000118257	10.701666	5.6917834	9.99642140429386e-27	5.29405074100373e-24
4	rest	35	ENSG00000101335	10.6916065	3.3866982	1.11423623484246e-26	5.74564711098371e-24
4	rest	36	ENSG00000177469	10.647432	5.6178174	1.79240239464259e-26	9.00567305718502e-24
4	rest	37	ENSG00000090530	10.607778	4.8339148	2.74192247888137e-26	1.33634216509519e-23
4	rest	38	ENSG00000145632	10.605445	5.1554646	2.81121501282278e-26	1.33634216509519e-23
4	rest	39	ENSG00000063660	10.603696	4.8358974	2.86432104792029e-26	1.33634216509519e-23
4	rest	40	ENSG00000164543	10.577454	5.849354	3.79121139449176e-26	1.72764621569921e-23
4	rest	41	ENSG00000113657	10.547567	5.7163463	5.21295207211124e-26	2.32154081484136e-23
4	rest	42	ENSG00000113140	10.5420265	2.8834386	5.52940800591441e-26	2.40774999724206e-23
4	rest	43	ENSG00000112414	10.536341	7.1355724	5.87399199843847e-26	2.50219289585656e-23
4	rest	44	ENSG00000057019	10.532405	2.956929	6.12493573860714e-26	2.55357693187249e-23
4	rest	45	ENSG00000100097	10.523804	5.825626	6.71087530903289e-26	2.73957503501041e-23
4	rest	46	ENSG00000188643	10.501789	4.260418	8.47582365764755e-26	3.38946458309395e-23
4	rest	47	ENSG00000170421	10.47992	3.2484171	1.0683327063571e-25	4.18679587621349e-23
4	rest	48	ENSG00000181104	10.468258	4.6123004	1.20846885277728e-25	4.64312689611192e-23
4	rest	49	ENSG00000120708	10.351335	5.964582	4.12692683840628e-25	1.55513714228021e-22
4	rest	50	ENSG00000149591	10.331507	4.143735	5.07567226500504e-25	1.87656222703347e-22
4	rest	51	ENSG00000181649	10.323051	4.9466677	5.54329062870294e-25	1.97492327035335e-22
4	rest	52	ENSG00000274538	10.323051	4.9466677	5.54329062870294e-25	1.97492327035335e-22
4	rest	53	ENSG00000155366	10.304682	2.8074934	6.71133211361512e-25	2.34836701368372e-22
4	rest	54	ENSG00000150556	10.250594	5.8830156	1.17618376496213e-24	4.0433896270935e-22
4	rest	55	ENSG00000123240	10.233974	4.7255898	1.39667558197719e-24	4.71859621186948e-22
4	rest	57	ENSG00000101160	10.194028	5.3442416	2.10843396733155e-24	6.88579393164363e-22
4	rest	58	ENSG00000163466	10.184114	2.4711971	2.3347660308193e-24	7.49995743834495e-22
4	rest	59	ENSG00000136068	10.171722	4.984602	2.65178367877005e-24	8.38091954604825e-22
4	rest	60	ENSG00000115414	10.1609335	5.5416584	2.96226034326911e-24	9.21357006767589e-22
4	rest	61	ENSG00000157110	10.1344	4.864917	3.8875285292624e-24	1.19025189892026e-21
4	rest	62	ENSG00000196754	10.1306095	5.3724613	4.0412265416967e-24	1.21827437053149e-21
4	rest	63	ENSG00000168672	10.124778	5.4982843	4.28951521704231e-24	1.27353107087794e-21
4	rest	64	ENSG00000035403	10.118655	4.727501	4.56648705806575e-24	1.33552707317609e-21
4	rest	65	ENSG00000135480	10.0513	6.245859	9.06633410913882e-24	2.57470749084892e-21
4	rest	66	ENSG00000108518	10.030598	1.520519	1.11837222727623e-23	3.13064339906825e-21
4	rest	67	ENSG00000171345	10.021268	5.3558073	1.22916414555425e-23	3.3923199200191e-21
4	rest	68	ENSG00000128606	10.019226	4.813584	1.25481234790248e-23	3.41500666071516e-21
4	rest	69	ENSG00000102007	10.014853	3.9928935	1.31157104574665e-23	3.52058008786377e-21
4	rest	70	ENSG00000170017	10.010479	5.0001993	1.37087112265822e-23	3.63002968222809e-21
4	rest	71	ENSG00000046604	10.008146	4.5520687	1.40357565652799e-23	3.66707533195547e-21
4	rest	72	ENSG00000071127	9.993422	4.1314664	1.62860868593252e-23	4.1990246316905e-21
4	rest	73	ENSG00000204381	9.987444	5.2556744	1.72984084260235e-23	4.40210796244066e-21
